VentaID,Fecha,ProductoID,VendedorID,ClienteID,UbicacionID,Cantidad,MontoTotal_Raw,fecha_parseada,_motivo_fecha,monto_eur,_motivo_monto
2642,11/06/2024,4,3,4,3,3,112.0 €,2024-06-11,,112.0,
2643,INVALID_DATE,5,4,5,4,4,58.5 USD,,Fecha inválida: INVALID_DATE,50.87,
2644,2024-11-04,6,1,6,1,5,114.0 €,2024-11-04,,114.0,
2645,03/11/2024,7,2,7,2,1,115.0 €,2024-11-03,,115.0,
2647,INVALID_DATE,2,4,2,4,3,117.0 €,,Fecha inválida: INVALID_DATE,117.0,
2648,2024-10-31,3,1,3,1,4,118.0 €,2024-10-31,,118.0,
2649,30/10/2024,4,2,4,2,5,64.5 USD,2024-10-30,,56.09,
2650,10/29/2024,5,3,5,3,1,-150.00 €,2024-10-29,,,MontoTotal_Raw negativo: -150.00 €
2651,INVALID_DATE,6,4,6,4,2,121.0 €,,Fecha inválida: INVALID_DATE,121.0,
2652,2024-10-27,7,1,7,1,3,67.5 USD,2024-10-27,,58.7,
2655,INVALID_DATE,3,4,3,4,1,70.5 USD,,Fecha inválida: INVALID_DATE,61.3,
2656,2024-10-23,4,1,4,1,2,126.0 €,2024-10-23,,126.0,
2658,10/21/2024,6,3,6,3,4,73.5 USD,2024-10-21,,63.91,
2659,INVALID_DATE,7,4,7,4,5,129.0 €,,Fecha inválida: INVALID_DATE,129.0,
2662,10/17/2024,3,3,3,3,3,132.0 €,2024-10-17,,132.0,
2663,INVALID_DATE,4,4,4,4,4,133.0 €,,Fecha inválida: INVALID_DATE,133.0,
2665,14/10/2024,6,2,6,2,1,135.0 €,2024-10-14,,135.0,
2666,10/13/2024,7,3,7,3,2,136.0 €,2024-10-13,,136.0,
2667,INVALID_DATE,1,4,1,4,3,82.5 USD,,Fecha inválida: INVALID_DATE,71.74,
2669,10/10/2024,3,2,3,2,5,139.0 €,2024-10-10,,139.0,
2670,10/09/2024,4,3,4,3,1,85.5 USD,2024-09-10,,74.35,
2671,INVALID_DATE,5,4,5,4,2,141.0 €,,Fecha inválida: INVALID_DATE,141.0,
2672,2024-10-07,6,1,6,1,3,142.0 €,2024-10-07,,142.0,
2673,06/10/2024,7,2,7,2,4,NULL,2024-10-06,,,MontoTotal_Raw nulo o vacío: NULL
2675,INVALID_DATE,2,4,2,4,1,145.0 €,,Fecha inválida: INVALID_DATE,145.0,
2676,2024-10-03,3,1,3,1,2,91.5 USD,2024-10-03,,79.57,
2677,02/10/2024,4,2,4,2,3,147.0 €,2024-10-02,,147.0,
2679,INVALID_DATE,6,4,6,4,5,94.5 USD,,Fecha inválida: INVALID_DATE,82.17,
2680,2024-09-29,7,1,7,1,1,150.0 €,2024-09-29,,150.0,
2683,INVALID_DATE,3,4,3,4,4,153.0 €,,Fecha inválida: INVALID_DATE,153.0,
2684,2024-09-25,4,1,4,1,5,154.0 €,2024-09-25,,154.0,
2686,09/23/2024,6,3,6,3,2,156.0 €,2024-09-23,,156.0,
2687,INVALID_DATE,7,4,7,4,3,157.0 €,,Fecha inválida: INVALID_DATE,157.0,
2690,09/19/2024,3,3,3,3,1,160.0 €,2024-09-19,,160.0,
2691,INVALID_DATE,4,4,4,4,2,106.5 USD,,Fecha inválida: INVALID_DATE,92.61,
2693,16/09/2024,6,2,6,2,4,163.0 €,2024-09-16,,163.0,
2694,09/15/2024,7,3,7,3,5,109.5 USD,2024-09-15,,95.22,
2695,INVALID_DATE,1,4,1,4,1,165.0 €,,Fecha inválida: INVALID_DATE,165.0,
2697,12/09/2024,3,2,3,2,3,112.5 USD,2024-09-12,,97.83,
2698,09/11/2024,4,3,4,3,4,168.0 €,2024-11-09,,168.0,
2699,INVALID_DATE,5,4,5,4,5,169.0 €,,Fecha inválida: INVALID_DATE,169.0,
2700,2024-09-09,6,1,6,1,1,-150.00 €,2024-09-09,,,MontoTotal_Raw negativo: -150.00 €
2701,08/09/2024,7,2,7,2,2,21.0 €,2024-09-08,,21.0,
2703,INVALID_DATE,2,4,2,4,4,118.5 USD,,Fecha inválida: INVALID_DATE,103.04,
2704,2024-09-05,3,1,3,1,5,24.0 €,2024-09-05,,24.0,
2705,04/09/2024,4,2,4,2,1,25.0 €,2024-09-04,,25.0,
2706,09/03/2024,5,3,5,3,2,NULL,2024-03-09,,,MontoTotal_Raw nulo o vacío: NULL
2707,INVALID_DATE,6,4,6,4,3,27.0 €,,Fecha inválida: INVALID_DATE,27.0,
2708,2024-09-01,7,1,7,1,4,28.0 €,2024-09-01,,28.0,
2711,INVALID_DATE,3,4,3,4,2,31.0 €,,Fecha inválida: INVALID_DATE,31.0,
2712,2024-08-28,4,1,4,1,3,127.5 USD,2024-08-28,,110.87,
2714,08/26/2024,6,3,6,3,5,34.0 €,2024-08-26,,34.0,
2715,INVALID_DATE,7,4,7,4,1,130.5 USD,,Fecha inválida: INVALID_DATE,113.48,
2718,08/22/2024,3,3,3,3,4,133.5 USD,2024-08-22,,116.09,
2719,INVALID_DATE,4,4,4,4,5,39.0 €,,Fecha inválida: INVALID_DATE,39.0,
2721,19/08/2024,6,2,6,2,2,136.5 USD,2024-08-19,,118.7,
2722,08/18/2024,7,3,7,3,3,42.0 €,2024-08-18,,42.0,
2723,INVALID_DATE,1,4,1,4,4,43.0 €,,Fecha inválida: INVALID_DATE,43.0,
2725,15/08/2024,3,2,3,2,1,45.0 €,2024-08-15,,45.0,
2726,08/14/2024,4,3,4,3,2,46.0 €,2024-08-14,,46.0,
2727,INVALID_DATE,5,4,5,4,3,142.5 USD,,Fecha inválida: INVALID_DATE,123.91,
2728,2024-08-12,6,1,6,1,4,48.0 €,2024-08-12,,48.0,
2729,11/08/2024,7,2,7,2,5,49.0 €,2024-08-11,,49.0,
2731,INVALID_DATE,2,4,2,4,2,51.0 €,,Fecha inválida: INVALID_DATE,51.0,
2732,2024-08-08,3,1,3,1,3,52.0 €,2024-08-08,,52.0,
2733,07/08/2024,4,2,4,2,4,148.5 USD,2024-08-07,,129.13,
2735,INVALID_DATE,6,4,6,4,1,55.0 €,,Fecha inválida: INVALID_DATE,55.0,
2736,2024-08-04,7,1,7,1,2,151.5 USD,2024-08-04,,131.74,
2739,INVALID_DATE,3,4,3,4,5,NULL,,Fecha inválida: INVALID_DATE,,MontoTotal_Raw nulo o vacío: NULL
2740,2024-07-31,4,1,4,1,1,60.0 €,2024-07-31,,60.0,
2742,07/29/2024,6,3,6,3,3,157.5 USD,2024-07-29,,136.96,
2743,INVALID_DATE,7,4,7,4,4,63.0 €,,Fecha inválida: INVALID_DATE,63.0,
2746,07/25/2024,3,3,3,3,2,66.0 €,2024-07-25,,66.0,
2747,INVALID_DATE,4,4,4,4,3,67.0 €,,Fecha inválida: INVALID_DATE,67.0,
2749,22/07/2024,6,2,6,2,5,69.0 €,2024-07-22,,69.0,
2750,07/21/2024,7,3,7,3,1,-150.00 €,2024-07-21,,,MontoTotal_Raw negativo: -150.00 €
2751,INVALID_DATE,1,4,1,4,2,166.5 USD,,Fecha inválida: INVALID_DATE,144.78,
2753,18/07/2024,3,2,3,2,4,73.0 €,2024-07-18,,73.0,
2754,07/17/2024,4,3,4,3,5,169.5 USD,2024-07-17,,147.39,
2755,INVALID_DATE,5,4,5,4,1,75.0 €,,Fecha inválida: INVALID_DATE,75.0,
2756,2024-07-15,6,1,6,1,2,76.0 €,2024-07-15,,76.0,
2757,14/07/2024,7,2,7,2,3,172.5 USD,2024-07-14,,150.0,
2759,INVALID_DATE,2,4,2,4,5,79.0 €,,Fecha inválida: INVALID_DATE,79.0,
2760,2024-07-11,3,1,3,1,1,175.5 USD,2024-07-11,,152.61,
2761,10/07/2024,4,2,4,2,2,81.0 €,2024-07-10,,81.0,
2763,INVALID_DATE,6,4,6,4,4,178.5 USD,,Fecha inválida: INVALID_DATE,155.22,
2764,2024-07-07,7,1,7,1,5,84.0 €,2024-07-07,,84.0,
2767,INVALID_DATE,3,4,3,4,3,87.0 €,,Fecha inválida: INVALID_DATE,87.0,
2768,2024-07-03,4,1,4,1,4,88.0 €,2024-07-03,,88.0,
2770,07/01/2024,6,3,6,3,1,90.0 €,2024-01-07,,90.0,
2771,INVALID_DATE,7,4,7,4,2,91.0 €,,Fecha inválida: INVALID_DATE,91.0,
2772,2024-06-29,1,1,1,1,3,NULL,2024-06-29,,,MontoTotal_Raw nulo o vacío: NULL
2774,06/27/2024,3,3,3,3,5,94.0 €,2024-06-27,,94.0,
2775,INVALID_DATE,4,4,4,4,1,190.5 USD,,Fecha inválida: INVALID_DATE,165.65,
2777,24/06/2024,6,2,6,2,3,97.0 €,2024-06-24,,97.0,
2778,06/23/2024,7,3,7,3,4,193.5 USD,2024-06-23,,168.26,
2779,INVALID_DATE,1,4,1,4,5,99.0 €,,Fecha inválida: INVALID_DATE,99.0,
2781,20/06/2024,3,2,3,2,2,196.5 USD,2024-06-20,,170.87,
2782,06/19/2024,4,3,4,3,3,102.0 €,2024-06-19,,102.0,
2783,INVALID_DATE,5,4,5,4,4,103.0 €,,Fecha inválida: INVALID_DATE,103.0,
2784,2024-06-17,6,1,6,1,5,199.5 USD,2024-06-17,,173.48,
2785,16/06/2024,7,2,7,2,1,105.0 €,2024-06-16,,105.0,
2787,INVALID_DATE,2,4,2,4,3,202.5 USD,,Fecha inválida: INVALID_DATE,176.09,
2788,2024-06-13,3,1,3,1,4,108.0 €,2024-06-13,,108.0,
2789,12/06/2024,4,2,4,2,5,109.0 €,2024-06-12,,109.0,
2791,INVALID_DATE,6,4,6,4,2,111.0 €,,Fecha inválida: INVALID_DATE,111.0,
2792,2024-06-09,7,1,7,1,3,112.0 €,2024-06-09,,112.0,
2795,INVALID_DATE,3,4,3,4,1,115.0 €,,Fecha inválida: INVALID_DATE,115.0,
2796,2024-06-05,4,1,4,1,2,211.5 USD,2024-06-05,,183.91,
2798,06/03/2024,6,3,6,3,4,118.0 €,2024-03-06,,118.0,
2799,INVALID_DATE,7,4,7,4,5,214.5 USD,,Fecha inválida: INVALID_DATE,186.52,
2800,2024-06-01,1,1,1,1,1,-150.00 €,2024-06-01,,,MontoTotal_Raw negativo: -150.00 €
2802,05/30/2024,3,3,3,3,3,17.5 USD,2024-05-30,,15.22,
2803,INVALID_DATE,4,4,4,4,4,123.0 €,,Fecha inválida: INVALID_DATE,123.0,
2805,27/05/2024,6,2,6,2,1,NULL,2024-05-27,,,MontoTotal_Raw nulo o vacío: NULL
2806,05/26/2024,7,3,7,3,2,126.0 €,2024-05-26,,126.0,
2807,INVALID_DATE,1,4,1,4,3,127.0 €,,Fecha inválida: INVALID_DATE,127.0,
2809,23/05/2024,3,2,3,2,5,129.0 €,2024-05-23,,129.0,
2810,05/22/2024,4,3,4,3,1,130.0 €,2024-05-22,,130.0,
2811,INVALID_DATE,5,4,5,4,2,26.5 USD,,Fecha inválida: INVALID_DATE,23.04,
2812,2024-05-20,6,1,6,1,3,132.0 €,2024-05-20,,132.0,
2813,19/05/2024,7,2,7,2,4,133.0 €,2024-05-19,,133.0,
2815,INVALID_DATE,2,4,2,4,1,135.0 €,,Fecha inválida: INVALID_DATE,135.0,
2816,2024-05-16,3,1,3,1,2,136.0 €,2024-05-16,,136.0,
2817,15/05/2024,4,2,4,2,3,32.5 USD,2024-05-15,,28.26,
2819,INVALID_DATE,6,4,6,4,5,139.0 €,,Fecha inválida: INVALID_DATE,139.0,
2820,2024-05-12,7,1,7,1,1,35.5 USD,2024-05-12,,30.87,
2823,INVALID_DATE,3,4,3,4,4,38.5 USD,,Fecha inválida: INVALID_DATE,33.48,
2824,2024-05-08,4,1,4,1,5,144.0 €,2024-05-08,,144.0,
2826,05/06/2024,6,3,6,3,2,41.5 USD,2024-06-05,,36.09,
2827,INVALID_DATE,7,4,7,4,3,147.0 €,,Fecha inválida: INVALID_DATE,147.0,
2830,05/02/2024,3,3,3,3,1,150.0 €,2024-02-05,,150.0,
2831,INVALID_DATE,4,4,4,4,2,151.0 €,,Fecha inválida: INVALID_DATE,151.0,
2833,29/04/2024,6,2,6,2,4,153.0 €,2024-04-29,,153.0,
2834,04/28/2024,7,3,7,3,5,154.0 €,2024-04-28,,154.0,
2835,INVALID_DATE,1,4,1,4,1,50.5 USD,,Fecha inválida: INVALID_DATE,43.91,
2837,25/04/2024,3,2,3,2,3,157.0 €,2024-04-25,,157.0,
2838,04/24/2024,4,3,4,3,4,NULL,2024-04-24,,,MontoTotal_Raw nulo o vacío: NULL
2839,INVALID_DATE,5,4,5,4,5,159.0 €,,Fecha inválida: INVALID_DATE,159.0,
2840,2024-04-22,6,1,6,1,1,160.0 €,2024-04-22,,160.0,
2841,21/04/2024,7,2,7,2,2,56.5 USD,2024-04-21,,49.13,
2843,INVALID_DATE,2,4,2,4,4,163.0 €,,Fecha inválida: INVALID_DATE,163.0,
2844,2024-04-18,3,1,3,1,5,59.5 USD,2024-04-18,,51.74,
2845,17/04/2024,4,2,4,2,1,165.0 €,2024-04-17,,165.0,
2847,INVALID_DATE,6,4,6,4,3,62.5 USD,,Fecha inválida: INVALID_DATE,54.35,
2848,2024-04-14,7,1,7,1,4,168.0 €,2024-04-14,,168.0,
2850,04/12/2024,2,3,2,3,1,-150.00 €,2024-12-04,,,MontoTotal_Raw negativo: -150.00 €
2851,INVALID_DATE,3,4,3,4,2,21.0 €,,Fecha inválida: INVALID_DATE,21.0,
2852,2024-04-10,4,1,4,1,3,22.0 €,2024-04-10,,22.0,
2854,04/08/2024,6,3,6,3,5,24.0 €,2024-08-04,,24.0,
2855,INVALID_DATE,7,4,7,4,1,25.0 €,,Fecha inválida: INVALID_DATE,25.0,
2858,04/04/2024,3,3,3,3,4,28.0 €,2024-04-04,,28.0,
2859,INVALID_DATE,4,4,4,4,5,74.5 USD,,Fecha inválida: INVALID_DATE,64.78,
2861,01/04/2024,6,2,6,2,2,31.0 €,2024-04-01,,31.0,
2862,03/31/2024,7,3,7,3,3,77.5 USD,2024-03-31,,67.39,
2863,INVALID_DATE,1,4,1,4,4,33.0 €,,Fecha inválida: INVALID_DATE,33.0,
2865,28/03/2024,3,2,3,2,1,80.5 USD,2024-03-28,,70.0,
2866,03/27/2024,4,3,4,3,2,36.0 €,2024-03-27,,36.0,
2867,INVALID_DATE,5,4,5,4,3,37.0 €,,Fecha inválida: INVALID_DATE,37.0,
2868,2024-03-25,6,1,6,1,4,83.5 USD,2024-03-25,,72.61,
2869,24/03/2024,7,2,7,2,5,39.0 €,2024-03-24,,39.0,
2871,INVALID_DATE,2,4,2,4,2,NULL,,Fecha inválida: INVALID_DATE,,MontoTotal_Raw nulo o vacío: NULL
2872,2024-03-21,3,1,3,1,3,42.0 €,2024-03-21,,42.0,
2873,20/03/2024,4,2,4,2,4,43.0 €,2024-03-20,,43.0,
2875,INVALID_DATE,6,4,6,4,1,45.0 €,,Fecha inválida: INVALID_DATE,45.0,
2876,2024-03-17,7,1,7,1,2,46.0 €,2024-03-17,,46.0,
2879,INVALID_DATE,3,4,3,4,5,49.0 €,,Fecha inválida: INVALID_DATE,49.0,
2880,2024-03-13,4,1,4,1,1,95.5 USD,2024-03-13,,83.04,
2882,03/11/2024,6,3,6,3,3,52.0 €,2024-11-03,,52.0,
2883,INVALID_DATE,7,4,7,4,4,98.5 USD,,Fecha inválida: INVALID_DATE,85.65,
2886,03/07/2024,3,3,3,3,2,101.5 USD,2024-07-03,,88.26,
2887,INVALID_DATE,4,4,4,4,3,57.0 €,,Fecha inválida: INVALID_DATE,57.0,
2889,04/03/2024,6,2,6,2,5,104.5 USD,2024-03-04,,90.87,
2890,03/03/2024,7,3,7,3,1,60.0 €,2024-03-03,,60.0,
2891,INVALID_DATE,1,4,1,4,2,61.0 €,,Fecha inválida: INVALID_DATE,61.0,
2893,29/02/2024,3,2,3,2,4,63.0 €,2024-02-29,,63.0,
2894,02/28/2024,4,3,4,3,5,64.0 €,2024-02-28,,64.0,
2895,INVALID_DATE,5,4,5,4,1,110.5 USD,,Fecha inválida: INVALID_DATE,96.09,
2896,2024-02-26,6,1,6,1,2,66.0 €,2024-02-26,,66.0,
2897,25/02/2024,7,2,7,2,3,67.0 €,2024-02-25,,67.0,
2899,INVALID_DATE,2,4,2,4,5,69.0 €,,Fecha inválida: INVALID_DATE,69.0,
2900,2024-02-22,3,1,3,1,1,-150.00 €,2024-02-22,,,MontoTotal_Raw negativo: -150.00 €
2901,21/02/2024,4,2,4,2,2,116.5 USD,2024-02-21,,101.3,
2903,INVALID_DATE,6,4,6,4,4,73.0 €,,Fecha inválida: INVALID_DATE,73.0,
2904,2024-02-18,7,1,7,1,5,NULL,2024-02-18,,,MontoTotal_Raw nulo o vacío: NULL
2907,INVALID_DATE,3,4,3,4,3,122.5 USD,,Fecha inválida: INVALID_DATE,106.52,
2908,2024-02-14,4,1,4,1,4,78.0 €,2024-02-14,,78.0,
2910,02/12/2024,6,3,6,3,1,125.5 USD,2024-12-02,,109.13,
2911,INVALID_DATE,7,4,7,4,2,81.0 €,,Fecha inválida: INVALID_DATE,81.0,
2914,02/08/2024,3,3,3,3,5,84.0 €,2024-08-02,,84.0,
2915,INVALID_DATE,4,4,4,4,1,85.0 €,,Fecha inválida: INVALID_DATE,85.0,
2917,05/02/2024,6,2,6,2,3,87.0 €,2024-02-05,,87.0,
2918,02/04/2024,7,3,7,3,4,88.0 €,2024-04-02,,88.0,
2919,INVALID_DATE,1,4,1,4,5,134.5 USD,,Fecha inválida: INVALID_DATE,116.96,
2921,01/02/2024,3,2,3,2,2,91.0 €,2024-02-01,,91.0,
2922,01/31/2024,4,3,4,3,3,137.5 USD,2024-01-31,,119.57,
2923,INVALID_DATE,5,4,5,4,4,93.0 €,,Fecha inválida: INVALID_DATE,93.0,
2924,2024-01-29,6,1,6,1,5,94.0 €,2024-01-29,,94.0,
2925,28/01/2024,7,2,7,2,1,140.5 USD,2024-01-28,,122.17,
2927,INVALID_DATE,2,4,2,4,3,97.0 €,,Fecha inválida: INVALID_DATE,97.0,
2928,2024-01-25,3,1,3,1,4,143.5 USD,2024-01-25,,124.78,
2929,24/01/2024,4,2,4,2,5,99.0 €,2024-01-24,,99.0,
2931,INVALID_DATE,6,4,6,4,2,146.5 USD,,Fecha inválida: INVALID_DATE,127.39,
2932,2024-01-21,7,1,7,1,3,102.0 €,2024-01-21,,102.0,
2935,INVALID_DATE,3,4,3,4,1,105.0 €,,Fecha inválida: INVALID_DATE,105.0,
2936,2024-01-17,4,1,4,1,2,106.0 €,2024-01-17,,106.0,
2937,16/01/2024,5,2,5,2,3,NULL,2024-01-16,,,MontoTotal_Raw nulo o vacío: NULL
2938,01/15/2024,6,3,6,3,4,108.0 €,2024-01-15,,108.0,
2939,INVALID_DATE,7,4,7,4,5,109.0 €,,Fecha inválida: INVALID_DATE,109.0,
2942,01/11/2024,3,3,3,3,3,112.0 €,2024-11-01,,112.0,
2943,INVALID_DATE,4,4,4,4,4,158.5 USD,,Fecha inválida: INVALID_DATE,137.83,
2945,08/01/2024,6,2,6,2,1,115.0 €,2024-01-08,,115.0,
2946,01/07/2024,7,3,7,3,2,161.5 USD,2024-07-01,,140.43,
2947,INVALID_DATE,1,4,1,4,3,117.0 €,,Fecha inválida: INVALID_DATE,117.0,
2949,04/01/2024,3,2,3,2,5,164.5 USD,2024-01-04,,143.04,
2950,01/03/2024,4,3,4,3,1,-150.00 €,2024-03-01,,,MontoTotal_Raw negativo: -150.00 €
2951,INVALID_DATE,5,4,5,4,2,121.0 €,,Fecha inválida: INVALID_DATE,121.0,
2952,2024-01-01,6,1,6,1,3,167.5 USD,2024-01-01,,145.65,
2953,31/12/2023,7,2,7,2,4,123.0 €,2023-12-31,,123.0,
2955,INVALID_DATE,2,4,2,4,1,170.5 USD,,Fecha inválida: INVALID_DATE,148.26,
2956,2023-12-28,3,1,3,1,2,126.0 €,2023-12-28,,126.0,
2957,27/12/2023,4,2,4,2,3,127.0 €,2023-12-27,,127.0,
2959,INVALID_DATE,6,4,6,4,5,129.0 €,,Fecha inválida: INVALID_DATE,129.0,
2960,2023-12-24,7,1,7,1,1,130.0 €,2023-12-24,,130.0,
2963,INVALID_DATE,3,4,3,4,4,133.0 €,,Fecha inválida: INVALID_DATE,133.0,
2964,2023-12-20,4,1,4,1,5,179.5 USD,2023-12-20,,156.09,
2966,12/18/2023,6,3,6,3,2,136.0 €,2023-12-18,,136.0,
2967,INVALID_DATE,7,4,7,4,3,182.5 USD,,Fecha inválida: INVALID_DATE,158.7,
2970,12/14/2023,3,3,3,3,1,NULL,2023-12-14,,,MontoTotal_Raw nulo o vacío: NULL
2971,INVALID_DATE,4,4,4,4,2,141.0 €,,Fecha inválida: INVALID_DATE,141.0,
2973,11/12/2023,6,2,6,2,4,188.5 USD,2023-12-11,,163.91,
2974,12/10/2023,7,3,7,3,5,144.0 €,2023-10-12,,144.0,
2975,INVALID_DATE,1,4,1,4,1,145.0 €,,Fecha inválida: INVALID_DATE,145.0,
2977,07/12/2023,3,2,3,2,3,147.0 €,2023-12-07,,147.0,
2978,12/06/2023,4,3,4,3,4,148.0 €,2023-06-12,,148.0,
2979,INVALID_DATE,5,4,5,4,5,194.5 USD,,Fecha inválida: INVALID_DATE,169.13,
2980,2023-12-04,6,1,6,1,1,150.0 €,2023-12-04,,150.0,
2981,03/12/2023,7,2,7,2,2,151.0 €,2023-12-03,,151.0,
2983,INVALID_DATE,2,4,2,4,4,153.0 €,,Fecha inválida: INVALID_DATE,153.0,
2984,2023-11-30,3,1,3,1,5,154.0 €,2023-11-30,,154.0,
2985,29/11/2023,4,2,4,2,1,200.5 USD,2023-11-29,,174.35,
2987,INVALID_DATE,6,4,6,4,3,157.0 €,,Fecha inválida: INVALID_DATE,157.0,
2988,2023-11-26,7,1,7,1,4,203.5 USD,2023-11-26,,176.96,
2991,INVALID_DATE,3,4,3,4,2,206.5 USD,,Fecha inválida: INVALID_DATE,179.57,
2992,2023-11-22,4,1,4,1,3,162.0 €,2023-11-22,,162.0,
2994,11/20/2023,6,3,6,3,5,209.5 USD,2023-11-20,,182.17,
2995,INVALID_DATE,7,4,7,4,1,165.0 €,,Fecha inválida: INVALID_DATE,165.0,
2998,11/16/2023,3,3,3,3,4,168.0 €,2023-11-16,,168.0,
2999,INVALID_DATE,4,4,4,4,5,169.0 €,,Fecha inválida: INVALID_DATE,169.0,
3000,2026-08-10,5,1,5,1,1,-150.00 €,2026-08-10,,,MontoTotal_Raw negativo: -150.00 €
3001,09/08/2026,6,2,6,2,2,21.0 €,2026-08-09,,21.0,
3002,08/08/2026,7,3,7,3,3,22.0 €,2026-08-08,,22.0,
3003,INVALID_DATE,1,4,1,4,4,NULL,,Fecha inválida: INVALID_DATE,,MontoTotal_Raw nulo o vacío: NULL
3005,05/08/2026,3,2,3,2,1,25.0 €,2026-08-05,,25.0,
3006,08/04/2026,4,3,4,3,2,21.5 USD,2026-04-08,,18.7,
3007,INVALID_DATE,5,4,5,4,3,27.0 €,,Fecha inválida: INVALID_DATE,27.0,
3008,2026-08-02,6,1,6,1,4,28.0 €,2026-08-02,,28.0,
3009,01/08/2026,7,2,7,2,5,24.5 USD,2026-08-01,,21.3,
3011,INVALID_DATE,2,4,2,4,2,31.0 €,,Fecha inválida: INVALID_DATE,31.0,
3012,2026-07-29,3,1,3,1,3,27.5 USD,2026-07-29,,23.91,
3013,28/07/2026,4,2,4,2,4,33.0 €,2026-07-28,,33.0,
3015,INVALID_DATE,6,4,6,4,1,30.5 USD,,Fecha inválida: INVALID_DATE,26.52,
3016,2026-07-25,7,1,7,1,2,36.0 €,2026-07-25,,36.0,
3019,INVALID_DATE,3,4,3,4,5,39.0 €,,Fecha inválida: INVALID_DATE,39.0,
3020,2026-07-21,4,1,4,1,1,40.0 €,2026-07-21,,40.0,
3022,07/19/2026,6,3,6,3,3,42.0 €,2026-07-19,,42.0,
3023,INVALID_DATE,7,4,7,4,4,43.0 €,,Fecha inválida: INVALID_DATE,43.0,
3026,07/15/2026,3,3,3,3,2,46.0 €,2026-07-15,,46.0,
3027,INVALID_DATE,4,4,4,4,3,42.5 USD,,Fecha inválida: INVALID_DATE,36.96,
3029,12/07/2026,6,2,6,2,5,49.0 €,2026-07-12,,49.0,
3030,07/11/2026,7,3,7,3,1,45.5 USD,2026-11-07,,39.57,
3031,INVALID_DATE,1,4,1,4,2,51.0 €,,Fecha inválida: INVALID_DATE,51.0,
3033,08/07/2026,3,2,3,2,4,48.5 USD,2026-07-08,,42.17,
3034,07/07/2026,4,3,4,3,5,54.0 €,2026-07-07,,54.0,
3035,INVALID_DATE,5,4,5,4,1,55.0 €,,Fecha inválida: INVALID_DATE,55.0,
3036,2026-07-05,6,1,6,1,2,NULL,2026-07-05,,,MontoTotal_Raw nulo o vacío: NULL
3037,04/07/2026,7,2,7,2,3,57.0 €,2026-07-04,,57.0,
3039,INVALID_DATE,2,4,2,4,5,54.5 USD,,Fecha inválida: INVALID_DATE,47.39,
3040,2026-07-01,3,1,3,1,1,60.0 €,2026-07-01,,60.0,
3041,30/06/2026,4,2,4,2,2,61.0 €,2026-06-30,,61.0,
3043,INVALID_DATE,6,4,6,4,4,63.0 €,,Fecha inválida: INVALID_DATE,63.0,
3044,2026-06-27,7,1,7,1,5,64.0 €,2026-06-27,,64.0,
3047,INVALID_DATE,3,4,3,4,3,67.0 €,,Fecha inválida: INVALID_DATE,67.0,
3048,2026-06-23,4,1,4,1,4,63.5 USD,2026-06-23,,55.22,
3050,06/21/2026,6,3,6,3,1,-150.00 €,2026-06-21,,,MontoTotal_Raw negativo: -150.00 €
3051,INVALID_DATE,7,4,7,4,2,66.5 USD,,Fecha inválida: INVALID_DATE,57.83,
3054,06/17/2026,3,3,3,3,5,69.5 USD,2026-06-17,,60.43,
3055,INVALID_DATE,4,4,4,4,1,75.0 €,,Fecha inválida: INVALID_DATE,75.0,
3057,14/06/2026,6,2,6,2,3,72.5 USD,2026-06-14,,63.04,
3058,06/13/2026,7,3,7,3,4,78.0 €,2026-06-13,,78.0,
3059,INVALID_DATE,1,4,1,4,5,79.0 €,,Fecha inválida: INVALID_DATE,79.0,
3061,10/06/2026,3,2,3,2,2,81.0 €,2026-06-10,,81.0,
3062,06/09/2026,4,3,4,3,3,82.0 €,2026-09-06,,82.0,
3063,INVALID_DATE,5,4,5,4,4,78.5 USD,,Fecha inválida: INVALID_DATE,68.26,
3064,2026-06-07,6,1,6,1,5,84.0 €,2026-06-07,,84.0,
3065,06/06/2026,7,2,7,2,1,85.0 €,2026-06-06,,85.0,
3067,INVALID_DATE,2,4,2,4,3,87.0 €,,Fecha inválida: INVALID_DATE,87.0,
3068,2026-06-03,3,1,3,1,4,88.0 €,2026-06-03,,88.0,
3069,02/06/2026,4,2,4,2,5,NULL,2026-06-02,,,MontoTotal_Raw nulo o vacío: NULL
3071,INVALID_DATE,6,4,6,4,2,91.0 €,,Fecha inválida: INVALID_DATE,91.0,
3072,2026-05-30,7,1,7,1,3,87.5 USD,2026-05-30,,76.09,
3075,INVALID_DATE,3,4,3,4,1,90.5 USD,,Fecha inválida: INVALID_DATE,78.7,
3076,2026-05-26,4,1,4,1,2,96.0 €,2026-05-26,,96.0,
3078,05/24/2026,6,3,6,3,4,93.5 USD,2026-05-24,,81.3,
3079,INVALID_DATE,7,4,7,4,5,99.0 €,,Fecha inválida: INVALID_DATE,99.0,
3082,05/20/2026,3,3,3,3,3,102.0 €,2026-05-20,,102.0,
3083,INVALID_DATE,4,4,4,4,4,103.0 €,,Fecha inválida: INVALID_DATE,103.0,
3085,17/05/2026,6,2,6,2,1,105.0 €,2026-05-17,,105.0,
3086,05/16/2026,7,3,7,3,2,106.0 €,2026-05-16,,106.0,
3087,INVALID_DATE,1,4,1,4,3,102.5 USD,,Fecha inválida: INVALID_DATE,89.13,
